order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,total_revenue,status,country,region,shipping_days
ORD000027,C00350,P030,2025-06-30,2,63.56,0.0,127.12,Completed,Germany,Central,1
ORD000028,C00041,P028,2024-12-04,11,41.33,0.0,454.63,Completed,Spain,South,3
ORD000029,C00354,P027,2026-02-10,2,41.29,0.0,82.58,Completed,Germany,Central,3
ORD000030,C00315,P003,2025-12-23,1,176.54,0.0,176.54,Completed,Germany,Central,2
ORD000031,C00182,P005,2025-07-10,1,79.72,0.0,79.72,Completed,Spain,South,2
ORD000032,C00439,P006,2024-11-12,2,151.4,0.0,302.8,Completed,France,West,7
ORD000033,C00404,P019,2024-04-13,2,105.44,0.0,210.88,Completed,France,West,7
ORD000034,C00383,P010,2024-07-11,1,156.32,0.0,156.32,Completed,Germany,Central,2
ORD000035,C00198,P016,2024-12-20,1,125.53,0.0,125.53,Completed,Netherlands,North,2
ORD000036,C00275,P010,2026-04-16,33,156.32,0.0,5158.56,Completed,Germany,Central,7
ORD000037,C00487,P001,2024-06-26,1,332.8,0.0,332.8,Completed,Germany,Central,5
ORD000038,C00099,P027,2024-11-11,1,41.29,0.0,41.29,Completed,Germany,Central,3
ORD000039,C00463,P025,2025-07-08,1,18.94,0.0,18.94,Returned,Netherlands,North,4
ORD000040,C00019,P015,2025-05-16,2,138.08,0.0,276.16,Completed,France,West,4
ORD000041,C00228,P013,2024-08-28,40,157.34,0.0,6293.6,Completed,UK,North,2
ORD000042,C00303,P006,2024-04-10,1,151.4,0.0,151.4,Returned,Germany,Central,6
ORD000043,C00033,P011,2025-12-19,4,137.22,0.0,548.88,Completed,Netherlands,North,3
ORD000044,C00151,P017,2023-12-09,2,164.35,0.0,328.7,Completed,UK,North,2
ORD000045,C00297,P008,2024-04-03,1,80.48,0.0,80.48,Completed,Germany,Central,1
ORD000046,C00152,P024,2024-07-23,1,43.76,0.0,43.76,Returned,Germany,Central,2
ORD000047,C00416,P019,2024-03-25,1,105.44,0.0,105.44,Completed,Netherlands,North,4
ORD000048,C00204,P020,2024-06-19,1,141.21,0.0,141.21,Pending,Germany,Central,6
ORD000049,C00469,P015,2023-07-14,4,138.08,0.0,552.32,Completed,UK,North,5
ORD000050,C00423,P019,2025-04-09,3,105.44,0.0,316.32,Pending,Germany,Central,6
ORD000051,C00221,P015,2025-11-25,1,138.08,0.0,138.08,Completed,France,West,5
ORD000052,C00418,P025,2024-12-12,1,18.94,0.0,18.94,Returned,UK,North,5
ORD000053,C00308,P010,2025-02-23,1,156.32,0.0,156.32,Completed,Germany,Central,7
ORD000054,C00419,P001,2025-08-10,1,332.8,0.0,332.8,Completed,Germany,Central,7
ORD000055,C00008,P025,2024-09-28,1,18.94,0.05,17.99,Completed,Germany,Central,5
ORD000056,C00307,P010,2024-11-27,1,156.32,0.0,156.32,Completed,Germany,Central,6
ORD000057,C00123,P027,2023-08-17,1,41.29,0.05,39.23,Returned,Spain,South,7
ORD000058,C00437,P020,2026-03-26,1,141.21,0.0,141.21,Completed,Germany,Central,5
ORD000059,C00489,P029,2023-10-01,1,121.11,0.0,121.11,Completed,UK,North,6
ORD000060,C00408,P007,2024-12-02,2,45.68,0.0,91.36,Completed,Germany,Central,2
ORD000061,C00146,P007,2024-04-11,1,45.68,0.0,45.68,Completed,Spain,South,3
ORD000062,C00270,P005,2023-08-31,2,79.72,0.0,159.44,Completed,France,West,3
ORD000063,C00447,P008,2023-06-23,2,80.48,0.05,152.91,Completed,France,West,3
ORD000064,C00165,P028,2023-07-14,1,41.33,0.05,39.26,Completed,France,West,6
ORD000065,C00388,P014,2023-12-21,8,302.9,0.0,2423.2,Completed,Germany,Central,1
ORD000066,C00371,P017,2024-12-15,1,164.35,0.0,164.35,Completed,France,West,4
ORD000067,C00398,P011,2025-07-01,1,137.22,0.0,137.22,Completed,Germany,Central,6
ORD000068,C00329,P007,2024-06-14,1,45.68,0.0,45.68,Completed,Spain,South,4
ORD000069,C00092,P017,2024-03-02,1,164.35,0.05,156.13,Returned,Germany,Central,3
ORD000070,C00369,P027,2023-07-16,1,41.29,0.05,39.23,Completed,UK,North,4
ORD000071,C00486,P003,2023-11-21,49,176.54,0.05,8217.94,Completed,Germany,Central,4
ORD000072,C00381,P013,2024-11-15,24,157.34,0.0,3776.16,Completed,Germany,Central,4
ORD000073,C00381,P007,2026-05-14,49,45.68,0.0,2238.32,Completed,Germany,Central,5
ORD000074,C00321,P024,2025-06-02,1,43.76,0.0,43.76,Completed,Germany,Central,5
ORD000075,C00497,P029,2024-04-08,24,121.11,0.0,2906.64,Completed,Germany,Central,5
ORD000076,C00135,P008,2023-12-15,1,80.48,0.0,80.48,Completed,UK,North,1
ORD000077,C00253,P008,2025-01-22,11,80.48,0.0,885.28,Completed,Germany,Central,7
ORD000078,C00271,P009,2024-06-12,2,105.66,0.0,211.32,Completed,Germany,Central,2
ORD000079,C00426,P023,2024-06-17,1,18.77,0.0,18.77,Completed,Germany,Central,6
ORD000080,C00350,P012,2025-08-09,1,37.74,0.05,35.85,Completed,Germany,Central,6
ORD000081,C00159,P012,2026-01-21,1,37.74,0.1,33.97,Completed,Germany,Central,5
ORD000082,C00402,P021,2025-12-16,1,41.22,0.0,41.22,Completed,Netherlands,North,4
ORD000083,C00148,P008,2024-10-26,3,80.48,0.0,241.44,Completed,Netherlands,North,1
ORD000084,C00291,P024,2026-03-25,1,43.76,0.0,43.76,Completed,Spain,South,7
ORD000085,C00055,P006,2024-09-02,4,151.4,0.0,605.6,Completed,Spain,South,3
ORD000086,C00368,P019,2023-11-09,1,105.44,0.0,105.44,Completed,Germany,Central,3
ORD000087,C00241,P006,2024-02-11,1,151.4,0.0,151.4,Completed,Germany,Central,5
ORD000088,C00167,P016,2025-01-06,1,125.53,0.0,125.53,Completed,UK,North,5
ORD000089,C00135,P010,2023-07-11,2,156.32,0.0,312.64,Completed,UK,North,3
ORD000090,C00209,P027,2024-01-10,1,41.29,0.0,41.29,Completed,Germany,Central,3
ORD000091,C00215,P016,2025-11-20,27,125.53,0.0,3389.31,Completed,Germany,Central,4
ORD000092,C00106,P020,2024-05-15,3,141.21,0.0,423.63,Completed,France,West,1
ORD000093,C00057,P020,2023-06-28,2,141.21,0.0,282.42,Completed,Germany,Central,4
ORD000094,C00167,P029,2024-11-24,1,121.11,0.0,121.11,Completed,UK,North,3
ORD000095,C00125,P017,2023-07-08,2,164.35,0.0,328.7,Completed,Germany,Central,2
ORD000096,C00159,P020,2023-08-27,1,141.21,0.0,141.21,Completed,Germany,Central,2
ORD000097,C00498,P029,2025-12-01,1,121.11,0.0,121.11,Completed,Germany,Central,2
ORD000098,C00312,P003,2025-03-06,1,176.54,0.0,176.54,Completed,Germany,Central,6
ORD000099,C00134,P030,2026-05-22,28,63.56,0.0,1779.68,Completed,Germany,Central,4
ORD000100,C00490,P021,2025-12-30,1,41.22,0.0,41.22,Completed,Germany,Central,1
ORD000101,C00337,P020,2025-09-02,1,141.21,0.0,141.21,Completed,France,West,6
ORD000102,C00106,P020,2025-09-25,1,141.21,0.05,134.15,Completed,France,West,5
ORD000103,C00082,P030,2025-05-12,1,63.56,0.0,63.56,Completed,Spain,South,7
ORD000104,C00282,P011,2025-02-14,2,137.22,0.0,274.44,Completed,Germany,Central,1
ORD000105,C00120,P029,2024-01-04,1,121.11,0.0,121.11,Completed,Germany,Central,1
ORD000106,C00254,P021,2025-05-10,1,41.22,0.0,41.22,Completed,Germany,Central,4
ORD000107,C00495,P010,2025-08-28,2,156.32,0.0,312.64,Completed,UK,North,6
ORD000108,C00343,P030,2025-01-25,1,63.56,0.0,63.56,Completed,Germany,Central,1
ORD000109,C00478,P001,2024-04-29,1,332.8,0.0,332.8,Returned,Spain,South,1
ORD000110,C00423,P006,2024-05-23,1,151.4,0.0,151.4,Completed,Germany,Central,5
ORD000111,C00383,P002,2025-09-29,2,622.48,0.0,1244.96,Completed,Germany,Central,3
ORD000112,C00014,P024,2025-11-26,4,43.76,0.0,175.04,Completed,Germany,Central,2
ORD000113,C00219,P029,2025-07-09,1,121.11,0.0,121.11,Completed,Germany,Central,2
ORD000114,C00319,P028,2025-06-04,4,41.33,0.0,165.32,Completed,Netherlands,North,1
ORD000115,C00237,P011,2025-12-09,38,137.22,0.0,5214.36,Completed,Germany,Central,3
ORD000116,C00442,P024,2024-07-23,1,43.76,0.0,43.76,Completed,Spain,South,1
ORD000117,C00286,P007,2025-01-29,41,45.68,0.0,1872.88,Completed,France,West,5
ORD000118,C00241,P005,2025-08-07,2,79.72,0.0,159.44,Completed,Germany,Central,6
ORD000119,C00139,P018,2023-10-17,2,61.28,0.0,122.56,Completed,Germany,Central,2
ORD000120,C00193,P029,2025-02-20,3,121.11,0.0,363.33,Completed,Germany,Central,1
ORD000121,C00321,P021,2025-10-11,1,41.22,0.0,41.22,Completed,Germany,Central,5
ORD000122,C00455,P002,2025-11-29,11,622.48,0.0,6847.28,Completed,France,West,3
ORD000123,C00136,P014,2024-08-13,1,302.9,0.0,302.9,Completed,Spain,South,4
ORD000124,C00217,P010,2024-05-14,1,156.32,0.0,156.32,Completed,UK,North,7
ORD000125,C00065,P009,2025-12-08,1,105.66,0.0,105.66,Completed,Germany,Central,6
ORD000126,C00357,P004,2025-09-12,1,494.79,0.0,494.79,Completed,Germany,Central,7
ORD000127,C00486,P008,2023-11-10,34,80.48,0.15,2325.87,Completed,Germany,Central,5
ORD000128,C00114,P007,2025-12-12,1,45.68,0.0,45.68,Completed,Germany,Central,1
ORD000129,C00362,P015,2026-05-12,1,138.08,0.1,124.27,Completed,UK,North,4
ORD000130,C00134,P018,2024-03-16,30,61.28,0.0,1838.4,Completed,Germany,Central,3
ORD000131,C00026,P009,2025-05-29,1,105.66,0.05,100.38,Completed,Germany,Central,5
ORD000132,C00058,P003,2023-11-08,1,176.54,0.0,176.54,Completed,Germany,Central,6
ORD000133,C00259,P024,2025-07-03,1,43.76,0.0,43.76,Completed,Germany,Central,5
ORD000134,C00176,P009,2026-01-16,1,105.66,0.0,105.66,Completed,France,West,4
ORD000135,C00331,P026,2023-06-27,1,23.99,0.0,23.99,Completed,Germany,Central,7
ORD000136,C00062,P012,2024-07-08,1,37.74,0.0,37.74,Completed,Germany,Central,6
ORD000137,C00457,P013,2026-01-05,2,157.34,0.0,314.68,Completed,Germany,Central,5
ORD000138,C00481,P006,2026-01-10,1,151.4,0.0,151.4,Completed,France,West,4
ORD000139,C00028,P004,2024-02-05,1,494.79,0.0,494.79,Completed,Germany,Central,7
ORD000140,C00208,P007,2026-02-12,21,45.68,0.15,815.39,Completed,Germany,Central,4
ORD000141,C00246,P011,2024-02-27,3,137.22,0.0,411.66,Completed,Spain,South,5
ORD000142,C00149,P003,2024-04-15,1,176.54,0.0,176.54,Completed,Germany,Central,2
ORD000143,C00252,P019,2025-04-22,1,105.44,0.0,105.44,Completed,Germany,Central,6
ORD000144,C00115,P004,2025-02-02,1,494.79,0.0,494.79,Completed,Spain,South,7
ORD000145,C00399,P015,2025-11-20,1,138.08,0.0,138.08,Completed,France,West,3
ORD000146,C00205,P011,2025-11-09,27,137.22,0.05,3519.69,Completed,UK,North,5
ORD000147,C00300,P020,2023-12-05,1,141.21,0.0,141.21,Completed,Germany,Central,1
ORD000148,C00003,P022,2026-03-17,1,10.62,0.0,10.62,Completed,France,West,2
ORD000149,C00194,P017,2026-05-27,2,164.35,0.0,328.7,Completed,France,West,6
ORD000150,C00159,P007,2025-11-22,1,45.68,0.0,45.68,Completed,Germany,Central,5
ORD000151,C00041,P009,2024-10-09,8,105.66,0.0,845.28,Completed,Spain,South,1
ORD000152,C00054,P021,2025-02-16,21,41.22,0.0,865.62,Completed,Spain,South,3
ORD000153,C00201,P017,2025-05-12,5,164.35,0.0,821.75,Pending,Netherlands,North,1
ORD000154,C00416,P017,2023-08-27,3,164.35,0.0,493.05,Completed,Netherlands,North,2
ORD000155,C00252,P001,2023-08-30,1,332.8,0.0,332.8,Returned,Germany,Central,5
ORD000156,C00378,P019,2024-12-23,1,105.44,0.0,105.44,Completed,Germany,Central,2
ORD000157,C00012,P013,2025-03-04,2,157.34,0.0,314.68,Returned,Germany,Central,4
ORD000158,C00061,P016,2026-04-11,2,125.53,0.0,251.06,Completed,Spain,South,6
ORD000159,C00273,P028,2023-12-31,1,41.33,0.0,41.33,Completed,Germany,Central,5
ORD000160,C00218,P011,2024-01-24,1,137.22,0.0,137.22,Completed,Germany,Central,5
ORD000161,C00050,P015,2026-03-02,1,138.08,0.0,138.08,Completed,France,West,2
ORD000162,C00483,P007,2023-07-31,44,45.68,0.05,1909.42,Completed,Germany,Central,7
ORD000163,C00365,P004,2024-05-14,1,494.79,0.0,494.79,Completed,UK,North,1
ORD000164,C00101,P017,2023-12-13,2,164.35,0.0,328.7,Completed,Germany,Central,6
ORD000165,C00443,P010,2025-10-25,1,156.32,0.0,156.32,Completed,Germany,Central,1
ORD000166,C00308,P005,2023-08-21,1,79.72,0.0,79.72,Completed,Germany,Central,4
ORD000167,C00063,P022,2023-07-09,1,10.62,0.05,10.09,Returned,Germany,Central,1
ORD000168,C00208,P004,2024-09-25,32,494.79,0.0,15833.28,Completed,Germany,Central,4
ORD000169,C00186,P005,2026-03-26,1,79.72,0.0,79.72,Completed,Germany,Central,5
ORD000170,C00253,P018,2025-04-01,22,61.28,0.0,1348.16,Completed,Germany,Central,1
ORD000171,C00108,P006,2024-10-17,1,151.4,0.0,151.4,Completed,Germany,Central,3
ORD000172,C00112,P015,2024-04-20,2,138.08,0.0,276.16,Completed,Spain,South,2
ORD000173,C00044,P001,2025-03-29,2,332.8,0.0,665.6,Completed,France,West,5
ORD000174,C00224,P027,2024-12-17,2,41.29,0.05,78.45,Completed,Germany,Central,2
ORD000175,C00261,P001,2024-12-29,1,332.8,0.0,332.8,Returned,France,West,5
ORD000176,C00466,P019,2024-12-06,1,105.44,0.0,105.44,Completed,France,West,3
ORD000177,C00302,P010,2026-05-01,40,156.32,0.05,5940.16,Returned,Germany,Central,6
ORD000178,C00153,P025,2025-05-25,1,18.94,0.0,18.94,Completed,Spain,South,3
ORD000179,C00402,P003,2024-07-24,1,176.54,0.0,176.54,Completed,Netherlands,North,3
ORD000180,C00304,P004,2024-07-09,1,494.79,0.0,494.79,Completed,Germany,Central,7
ORD000181,C00158,P003,2026-06-15,26,176.54,0.15,3901.53,Completed,Germany,Central,7
ORD000182,C00104,P003,2026-01-26,1,176.54,0.0,176.54,Returned,Germany,Central,3
ORD000183,C00214,P009,2023-07-14,1,105.66,0.0,105.66,Completed,Germany,Central,5
ORD000184,C00322,P016,2023-12-03,2,125.53,0.1,225.95,Completed,France,West,5
ORD000185,C00219,P011,2025-07-28,1,137.22,0.0,137.22,Completed,Germany,Central,3
ORD000186,C00227,P020,2023-12-12,2,141.21,0.0,282.42,Returned,France,West,4
ORD000187,C00400,P002,2025-05-03,2,622.48,0.0,1244.96,Returned,UK,North,2
ORD000188,C00026,P022,2024-03-06,1,10.62,0.05,10.09,Completed,Germany,Central,4
ORD000189,C00231,P018,2026-03-17,1,61.28,0.0,61.28,Completed,Germany,Central,2
ORD000190,C00321,P003,2025-07-19,1,176.54,0.0,176.54,Completed,Germany,Central,3
ORD000191,C00337,P028,2023-07-12,1,41.33,0.0,41.33,Completed,France,West,3
ORD000192,C00086,P002,2024-01-04,4,622.48,0.0,2489.92,Completed,France,West,5
ORD000193,C00137,P016,2024-12-26,2,125.53,0.0,251.06,Completed,Germany,Central,1
ORD000194,C00440,P013,2025-10-30,1,157.34,0.0,157.34,Completed,UK,North,1
ORD000195,C00224,P022,2025-05-19,3,10.62,0.05,30.27,Completed,Germany,Central,1
ORD000196,C00283,P025,2024-02-13,13,18.94,0.15,209.29,Completed,France,West,7
ORD000197,C00257,P010,2024-01-21,42,156.32,0.0,6565.44,Completed,France,West,5
ORD000198,C00329,P008,2025-02-19,1,80.48,0.0,80.48,Completed,Spain,South,6
ORD000199,C00340,P020,2026-03-21,1,141.21,0.0,141.21,Completed,Germany,Central,1
ORD000200,C00111,P019,2026-03-23,13,105.44,0.05,1302.18,Completed,Netherlands,North,6
ORD000201,C00272,P025,2025-05-04,3,18.94,0.0,56.82,Completed,Netherlands,North,1
ORD000202,C00479,P021,2024-07-31,8,41.22,0.0,329.76,Completed,Netherlands,North,1
ORD000203,C00191,P022,2025-03-10,1,10.62,0.0,10.62,Completed,France,West,2
ORD000204,C00164,P002,2023-11-18,1,622.48,0.0,622.48,Completed,UK,North,5
ORD000205,C00165,P022,2023-08-22,1,10.62,0.0,10.62,Pending,France,West,3
ORD000206,C00045,P018,2024-10-03,1,61.28,0.0,61.28,Completed,France,West,4
ORD000207,C00481,P019,2023-10-21,2,105.44,0.0,210.88,Completed,France,West,6
ORD000208,C00309,P019,2024-07-21,3,105.44,0.0,316.32,Returned,Spain,South,7
ORD000209,C00407,P027,2025-10-20,2,41.29,0.0,82.58,Completed,Netherlands,North,4
ORD000210,C00396,P007,2024-01-13,1,45.68,0.05,43.4,Completed,France,West,5
ORD000211,C00191,P015,2023-06-26,1,138.08,0.0,138.08,Completed,France,West,6
ORD000212,C00443,P024,2024-03-11,1,43.76,0.0,43.76,Completed,Germany,Central,4
ORD000213,C00291,P005,2023-07-03,1,79.72,0.0,79.72,Completed,Spain,South,6
ORD000214,C00280,P027,2025-02-25,1,41.29,0.0,41.29,Returned,Germany,Central,1
ORD000215,C00289,P014,2025-11-04,1,302.9,0.0,302.9,Completed,Germany,Central,6
ORD000216,C00427,P023,2025-07-12,1,18.77,0.0,18.77,Completed,Netherlands,North,7
ORD000217,C00364,P009,2026-03-10,1,105.66,0.0,105.66,Completed,Netherlands,North,5
ORD000218,C00374,P029,2023-09-07,1,121.11,0.05,115.05,Completed,UK,North,6
ORD000219,C00111,P030,2024-03-24,26,63.56,0.1,1487.3,Completed,Netherlands,North,5
ORD000220,C00034,P017,2025-04-23,1,164.35,0.0,164.35,Completed,Germany,Central,2
ORD000221,C00449,P018,2024-11-06,2,61.28,0.0,122.56,Completed,Spain,South,5
ORD000222,C00369,P007,2024-12-15,1,45.68,0.0,45.68,Completed,UK,North,1
ORD000223,C00003,P015,2025-01-20,1,138.08,0.0,138.08,Completed,France,West,7
ORD000224,C00335,P016,2024-09-17,1,125.53,0.05,119.25,Completed,Germany,Central,2
ORD000225,C00329,P021,2025-06-23,1,41.22,0.0,41.22,Completed,Spain,South,7
ORD000226,C00364,P013,2024-08-22,1,157.34,0.0,157.34,Completed,Netherlands,North,4
ORD000227,C00343,P021,2026-01-27,1,41.22,0.0,41.22,Completed,Germany,Central,1
ORD000228,C00459,P026,2025-03-15,1,23.99,0.05,22.79,Completed,Germany,Central,3
ORD000229,C00469,P030,2023-10-12,1,63.56,0.1,57.2,Completed,UK,North,3
ORD000230,C00165,P024,2023-10-26,1,43.76,0.0,43.76,Completed,France,West,6
ORD000231,C00482,P008,2024-03-09,1,80.48,0.05,76.46,Completed,UK,North,1
ORD000232,C00083,P015,2026-04-23,1,138.08,0.0,138.08,Completed,Germany,Central,2
ORD000233,C00147,P004,2025-04-11,1,494.79,0.0,494.79,Completed,UK,North,2
ORD000234,C00064,P029,2024-09-04,1,121.11,0.05,115.05,Completed,Germany,Central,3
ORD000235,C00118,P011,2024-05-09,1,137.22,0.0,137.22,Completed,Germany,Central,5
ORD000236,C00225,P002,2023-08-11,1,622.48,0.0,622.48,Completed,Germany,Central,7
ORD000237,C00377,P006,2026-02-16,1,151.4,0.0,151.4,Returned,France,West,2
ORD000238,C00295,P021,2025-06-16,2,41.22,0.0,82.44,Completed,UK,North,4
ORD000239,C00272,P022,2024-04-03,1,10.62,0.0,10.62,Completed,Netherlands,North,5
ORD000240,C00440,P006,2025-11-19,1,151.4,0.0,151.4,Completed,UK,North,6
ORD000241,C00146,P027,2024-06-19,1,41.29,0.0,41.29,Returned,Spain,South,6
ORD000242,C00258,P005,2024-10-19,1,79.72,0.05,75.73,Completed,Germany,Central,5
ORD000243,C00159,P012,2025-07-12,1,37.74,0.0,37.74,Completed,Germany,Central,2
ORD000244,C00290,P002,2025-07-21,1,622.48,0.0,622.48,Completed,Germany,Central,2
ORD000245,C00405,P010,2024-07-14,1,156.32,0.0,156.32,Completed,Germany,Central,3
ORD000246,C00094,P005,2024-11-24,3,79.72,0.0,239.16,Completed,Spain,South,1
ORD000247,C00063,P013,2026-01-21,2,157.34,0.0,314.68,Completed,Germany,Central,5
ORD000248,C00165,P011,2025-08-17,4,137.22,0.0,548.88,Returned,France,West,6
ORD000249,C00389,P028,2024-05-09,1,41.33,0.0,41.33,Completed,Germany,Central,2
ORD000250,C00354,P010,2026-02-12,1,156.32,0.05,148.5,Completed,Germany,Central,3
ORD000251,C00243,P025,2023-07-25,3,18.94,0.0,56.82,Completed,France,West,6
ORD000252,C00410,P028,2023-08-02,2,41.33,0.0,82.66,Completed,Germany,Central,7
ORD000253,C00353,P009,2024-10-12,1,105.66,0.0,105.66,Completed,Germany,Central,3
ORD000254,C00489,P018,2025-04-17,1,61.28,0.0,61.28,Completed,UK,North,5
ORD000255,C00004,P013,2024-01-08,1,157.34,0.0,157.34,Completed,Spain,South,7
ORD000256,C00273,P028,2025-02-11,1,41.33,0.05,39.26,Returned,Germany,Central,1
ORD000257,C00369,P016,2024-06-20,2,125.53,0.0,251.06,Completed,UK,North,3
ORD000258,C00211,P011,2025-01-01,2,137.22,0.05,260.72,Completed,Netherlands,North,4
ORD000259,C00297,P018,2025-04-14,1,61.28,0.0,61.28,Completed,Germany,Central,4
ORD000260,C00302,P024,2023-11-06,40,43.76,0.1,1575.36,Completed,Germany,Central,5
ORD000261,C00063,P005,2025-07-17,1,79.72,0.0,79.72,Completed,Germany,Central,7
ORD000262,C00057,P028,2023-06-23,1,41.33,0.0,41.33,Completed,Germany,Central,1
ORD000263,C00353,P013,2024-07-30,2,157.34,0.05,298.95,Completed,Germany,Central,2
ORD000264,C00064,P013,2024-09-06,1,157.34,0.0,157.34,Returned,Germany,Central,4
ORD000265,C00422,P006,2025-01-30,1,151.4,0.05,143.83,Completed,Germany,Central,4
ORD000266,C00104,P012,2024-08-07,1,37.74,0.0,37.74,Completed,Germany,Central,1
ORD000267,C00411,P014,2026-04-03,3,302.9,0.0,908.7,Completed,Spain,South,3
ORD000268,C00062,P009,2026-02-25,2,105.66,0.0,211.32,Completed,Germany,Central,4
ORD000269,C00124,P018,2024-05-22,2,61.28,0.0,122.56,Returned,France,West,2
ORD000270,C00144,P009,2024-10-19,2,105.66,0.0,211.32,Completed,Netherlands,North,6
ORD000271,C00461,P003,2024-08-28,5,176.54,0.15,750.3,Completed,Germany,Central,6
ORD000272,C00031,P010,2024-04-21,2,156.32,0.0,312.64,Completed,UK,North,6
ORD000273,C00117,P020,2023-12-28,49,141.21,0.1,6227.36,Completed,Germany,Central,5
ORD000274,C00129,P026,2025-12-02,1,23.99,0.0,23.99,Completed,Germany,Central,3
ORD000275,C00133,P004,2025-01-12,6,494.79,0.0,2968.74,Completed,France,West,3
ORD000276,C00372,P028,2026-02-02,1,41.33,0.0,41.33,Completed,Spain,South,3
ORD000277,C00255,P021,2023-11-26,1,41.22,0.0,41.22,Completed,Germany,Central,6
ORD000278,C00188,P014,2025-05-28,1,302.9,0.0,302.9,Returned,France,West,4
ORD000279,C00212,P001,2025-03-30,1,332.8,0.0,332.8,Returned,Germany,Central,6
ORD000280,C00214,P019,2025-03-28,1,105.44,0.0,105.44,Completed,Germany,Central,2
ORD000281,C00185,P023,2025-09-08,1,18.77,0.0,18.77,Completed,Netherlands,North,1
ORD000282,C00459,P022,2026-01-30,1,10.62,0.0,10.62,Returned,Germany,Central,1
ORD000283,C00172,P030,2023-10-23,2,63.56,0.0,127.12,Completed,Germany,Central,4
ORD000284,C00249,P004,2025-09-20,1,494.79,0.0,494.79,Completed,Germany,Central,5
ORD000285,C00338,P012,2025-09-30,1,37.74,0.0,37.74,Completed,Spain,South,3
ORD000286,C00438,P003,2025-07-11,1,176.54,0.0,176.54,Returned,Germany,Central,5
ORD000287,C00228,P023,2023-11-08,24,18.77,0.0,450.48,Completed,UK,North,5
ORD000288,C00211,P003,2025-01-17,4,176.54,0.0,706.16,Completed,Netherlands,North,7
ORD000289,C00212,P012,2025-01-08,3,37.74,0.0,113.22,Completed,Germany,Central,4
ORD000290,C00182,P013,2024-02-26,1,157.34,0.0,157.34,Completed,Spain,South,1
ORD000291,C00076,P009,2025-09-29,3,105.66,0.0,316.98,Returned,France,West,4
ORD000292,C00104,P019,2024-04-21,2,105.44,0.05,200.34,Completed,Germany,Central,1
ORD000293,C00080,P021,2024-08-01,1,41.22,0.0,41.22,Completed,Germany,Central,4
ORD000294,C00299,P013,2023-11-21,2,157.34,0.0,314.68,Completed,Spain,South,7
ORD000295,C00224,P004,2024-10-17,1,494.79,0.05,470.05,Completed,Germany,Central,1
ORD000296,C00100,P002,2025-06-07,2,622.48,0.0,1244.96,Completed,Netherlands,North,4
ORD000297,C00208,P010,2025-11-22,33,156.32,0.05,4900.63,Completed,Germany,Central,2
ORD000298,C00368,P023,2023-06-26,1,18.77,0.05,17.83,Completed,Germany,Central,7
ORD000299,C00330,P023,2026-04-29,1,18.77,0.0,18.77,Completed,Germany,Central,1
